rank,track_artist,peak,prev,streak,streams,track_name,artist_name,genius_url,lyrics
New Music Friday 07/14/23 Lyrics
Post Malone - Overdrive
Billie Eilish - What Was I Made For?
KAROL G - S91
Troye Sivan - Rush
Jung Kook - Seven (feat. Latto) (Explicit Ver.)
Quavo & Future- Turn Yo Clic Up
Lil Tjay - Stressed (feat. Summer Walker)
Dan + Shay - Save Me The Trouble
PinkPantheress - Turn Your Phone Off
Disclosure - Higher Than Ever Before
King Von & Polo G - Phil Jackson
Ryan Castro, Peso Pluma & SOG - QUEMA
Lauren Spencer Smith - Bigger Person
glaive - 17250
Reneé Rapp - Talk Too Much
Blxst & Remble - child of GOD
Mickey Guyton - Nothing Compares To You (Feat. Kane Brown)
Mahalia - In My Bag
Jon Batiste - Drink Water (feat. Jon Bellion and Fireboy DML)
J Hus - Militerian (feat. Naira Marley)
Nessa Barrett - hell is a teenage girl
PVRIS - I DON'T WANNA DO THIS ANYMORE
Thirty Seconds To Mars - Get Up Kid
Anuel AA & Quavo - Baby
DDG - Famous
City Girls & JT - No Bars
(G)I-DLE - I DO
Chelsea Cutler - I Don't Feel Alive
Sueco - Help Me
MisterWives - Sideways
Oxlade - INTOXYCATED (feat. Dave)
Tycho - Time To Run🕒
Becky Hill & Chase & Status - Disconnect
Residente - Bajo y Batería
Brothers Osborne - Sun Ain't Even Gone Down Yet
Colter Wall - Little Songs
Charlotte Cardin - Jim Carrey
Alana Springsteen - ghost in my guitar (feat. Chris Stapleton)
Rita Ora - You & I
Alan Walker & Zak Abel - Endless Summer
Robert Glasper - Back To Love (Feat. SiR & Alex Isley)
Sid Sriram - The Hard Way
Lil Gnar - PB&J
Eyedress - Teen Mom
Walter The Producer - Sweet Bonita
Zack Bia - Flowers (feat. Lil Yachty)
Joel Corry, Icona Pop & Rain Radio - Desire
Pryda - The Return - Edit
Adekunle Gold - Ogaranya
Sleepy Hallow - Good Girls Ain't No Fun
DJ Premier - Runway
Emei - Cynical
Ricky Montgomery - Black Fins
Jamila Woods - Tiny Garden
Chance Peña - Lovers to Strangers
Wyatt Flores - Holes
Lukas Nelson and Promise of the Real - All Four Winds
Pink Sweat$ - Guitar
Maddie Zahm - Where Do All The Good Kids Go?
Hailey Whitters - I'm In Love
Dan Auerbach - Every Chance I Get (I Want You In The Flesh)
Claud - A Good Thing
Genesis Owusu - Tied Up!
Eem Triplin - WASTED TIMES
2Rare & NLE Choppa - Don't Run
JPEGMAFIA & Danny Brown - Guess What Bitch, We Back Hoe!
SIPHO. - SOBER
Tiago PZK - ASQUEROSO
NATHY PELUSO - SALVAJE
Mack Keane - Chances
Yussef Dayes - Marching Band (feat. Masego)🐚
Will Paquin - Lightning
Emotional Oranges & ZHU - Not Like This
NMIXX - Party O'Clock
Kevin de Vries - Metro
Odetari & 9lives - I LOVE YOU HOE
KYLE & Lay Bankz - WOAH
Mozzy - Count Time
KenTheMan - I Love A Freak
Charlotte Sands - Good Now
Palehound - Eye On The Bat
NEIL FRANCES - Let's Break It Down
Yard Act - The Trench Coat Museum
Alex Warren - Change Your Mind
Sons Of The East - Hard To Tell
Morgan Wade - 80's Movie
Blake Mills - Press My Luck
Jermaine Edwards - Higher
ASTN - Element
Rhea Raj - Oops! Ur Single Now
Tessa Violet - BAD BITCH
Kaleena Zanders & Anabel Englund - Anything 4 U
bludnymph & 6arelyhuman - Bizarre
Maiya The Don - Luv U Better🕒
Dave East - HUSTLERS (feat. Tyga)
Berhana - Gone (Abebe Bikila)
maxime. - ‎talk 2 ‎me🕒
Hello Yello - Alone In December
Idman - Beach
wilo wilde - back in time"
72,"Riptide
Vance Joy",30,87.0,165,11107291,Riptide,Vance Joy,https://genius.com/Vance-joy-riptide-lyrics,"164 Contributors
Translations
Português
Español
Deutsch
العربية
Русский (Russian)
Türkçe
Riptide Lyrics
The intro and first single to Vance Joy’s debut EP God Loves You When You’re Dancing was a critical and commercial success. Critics praised its clever lyrics filled with pop culture references. It peaked at…
Read More
[Verse 1]
I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turnin' green
You're the magician's assistant in their dream
[Pre-Chorus]
Oh-ooh, ooh, ooh
Oh, and they come unstuck
[Chorus]
Lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left-hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
[Verse 2]
There's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's runnin' from himself
And she's been livin' on the highest shelf
[Pre-Chorus]
Oh-ooh, ooh, ooh
Oh, and they come unstuck

[Chorus]
Lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left-hand man
I love you when you're singin' that song, and
I got a lump in my throat 'cause
You're gonna sing the words wrong
[Bridge]
I just wanna, I just wanna know
If you're gonna, if you're gonna stay
I just gotta, I just gotta know
I can't have it, I can't have it any other way
I swear she's destined for the screen
Closest thing to Michelle Pfeiffer that you've ever seen, oh
[Pre-Chorus]
Lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left-hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
[Chorus]
Oh, lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left-hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
Oh, lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left-hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong, yeah
I got a lump in my throat 'cause
You're gonna sing the words wrong"
73,"CHANEL
Tyla",9,73.0,15,11073205,CHANEL,Tyla,https://genius.com/Tyla-chanel-lyrics,"46 Contributors
Translations
Português
Italiano
Česky
Русский (Russian)
Türkçe
Español
CHANEL Lyrics
[Intro: Tyla &
Dougie F
]
Put her in Chanel
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel
[Verse 1: Tyla]
Turns out, I had you turned out
What's my mood? Try me, come find out
One more time, stop tryna read my mind
I'm not her, and she's not me, and you're not mine
[Pre-Chorus: Tyla]
(Bitch, I'm on the tenth floor, P)
Lil' yеah
with me
(Baby, I'm on DND) Please don't bothеr me
(AP, no VVs) Flawless diamond piece
(Yeah, you gotta make me freeze)
Reasons that you gotta
[Chorus: Tyla &
Dougie F
]
(Mm-mm)
Put her in Chanel
(Mm-mm)
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

[Post-Chorus: Tyla]
I'm a big dog, baby, underdog, baby
Self-made bitch, yeah, you ain't upgrade me
Waistline crazy, mandem chase me
Say you wan' see me, where you gon' take me?
[Chorus: Tyla &
Dougie F
]
(Mm-mm)
Put her in Chanel
(Mm-mm)
Put her in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel
[Verse 2: Tyla]
Walkin', standing tall, but still fall for me
You comin' with baggage, it's costin' me
Still don't have it all, but give it all to me
Come and turn me on, boy, go off on me
[Pre-Chorus: Tyla]
(Bitch, I'm on the tenth floor, P) Lil' yeah with me
(Baby, I'm on DND) Please don't bother me
(AP, no VVs) Flawless diamond piece
(Yeah, you gotta make me freeze)
Reasons that you gotta
[Chorus: Tyla &
Dougie F
]
(Mm-mm)
Put her in Chanel
(Mm-mm)
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel

[Post-Chorus: Tyla]
I'm a big dog, baby, underdog, baby
Self-made bitch, yeah, you ain't upgrade me
Waistline crazy, mandem chase me
Say you wan' see me, where you gon' take me?
[Chorus: Tyla &
Dougie F
]
(Mm-mm)
Put her in Chanel
(Mm-mm)
Put her in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel
[Outro: Tyla &
Dougie F
]
Put her in Chanel
Put her in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
How you say you love me? You ain't put me in Chanel
Say you love me, put me in Chanel"
74,"Fame is a Gun
Addison Rae",56,82.0,9,11060904,Fame is a Gun,Addison Rae,https://genius.com/Addison-rae-fame-is-a-gun-lyrics,"57 Contributors
Translations
Русский (Russian)
한국어 (Korean)
Česky
Français
Italiano
Deutsch
Українська
Español
Nederlands
Português
Fame is a Gun Lyrics
Brandishing a weapon towards the reception her music receives, Addison Rae’s “Fame is a Gun” is an electro-pop track that takes inspiration from Sheila E.’s 1984 cut, “The Glamorous Life.” It serves as the…
Read More
[Verse 1]
Tell me who I am, do I provoke you with my tone of innocence?
Don't ask too many questions, that is my one suggestion
You know I keep it real, I live for the appeal
Knew it from the start, it was the only way to mend my broken heart
Don't ask too many questions, this is my one confession
It never was enough, I always wanted more
I always wanted more
[Chorus]
Fame is a gun and I point it blind
Crash and burn, girl, baby, swallow it dry
You got a front row seat and I
I got a taste of the glamorous life
[Verse 2]
There's no mystery, I'm gonna make it, gonna go down in history
Don't ask too many questions, God gave me the permission
And when you shame me, it makes me want it more
It makes me want it more, more
[Chorus]
Fame is a gun and I point it blind (Blind)
Crash and burn, girl, baby, swallow it dry (Dry)
You got a front row seat and I
I got a taste of the glamorous life (Life)
Love is a drug that I can't deny (Deny)
I'm your dream girl, but you're not my type
You got a front row seat and I
I got a taste of the glamorous life
(Uh-huh)

[Post-Chorus]
Glamorous life
Glamorous life
Glamorous life
I got a taste of the glamorous life
[Bridge]
Nothing makes me feel as good
As being loved by you
Nothing makes me feel as good
As being loved by you (Ooh)
[Chorus]
Fame is a gun and I point it blind (Blind)
Crash and burn, girl, baby, swallow it dry (Dry)
You got a front row seat and I
I got a taste of the glamorous life (Life)
Love is a drug that I can't deny
I'm your dream girl, but you're not my type
You got a front row seat and I
I got a taste of the glamorous life (Uh-huh)
[Outro]
I got a taste of the glamorous life (Uh-huh)
I got a taste of the glamorous life"
75,"undressed
sombr",6,98.0,48,11021934,undressed,sombr,https://genius.com/Sombr-undressed-lyrics,"64 Contributors
Translations
Русский (Russian)
Nederlands
Polski
Italiano
Türkçe
Українська
Česky
Español
Deutsch
undressed Lyrics
[Verse 1]
You had a dream, you wanted better
You were sick of all the holes in your sweater
You looked to me and wondered whether
I was the lamppost to which you were tethered
[Pre-Chorus]
I'm lookin' at you, and you're lookin' at me
But the glimmer in your eyes is sayin' you wanna leave
You're sayin' to me what you're sayin' to me
But the glimmer in your eyes is telling me other things
[Chorus]
I don't wanna get undrеssed
For a new person all ovеr again
I don't wanna kiss someone else's neck
And have to pretend it's yours instead
[Instrumental Break]
[Verse 2]
I took the train to see my mother
I look across the tracks to see you with another
There's nothin' worse than seein' your lover
Moving on while you still suffer

[Pre-Chorus]
I'm lookin' at you, and you're lookin' at me
But the glimmer in your eyes is sayin' you wanna leave
You're sayin' to me what you're sayin' to me
But the glimmer in your eyes is telling me other things
[Chorus]
I don't wanna get undressed
For a new person all over again
I don't wanna kiss someone else's neck
And have to pretend it's yours instead
[Bridge]
And I don't wanna learn another scent
I don't want the children of another man
To have the eyes of the girl I won't forget
I won't forget
[Chorus]
I don't wanna get undressed
For a new person all over again
I don't wanna kiss someone else's neck
And have to pretend it's yours instead
[Outro]
I don't wanna get undressed
For a new person all over again"
76,"A Couple Minutes
Olivia Dean",76,80.0,9,11010260,A Couple Minutes,Olivia Dean,https://genius.com/Olivia-dean-a-couple-minutes-lyrics,"21 Contributors
Translations
Türkçe
Česky
Español
Français
Italiano
A Couple Minutes Lyrics
[Verse 1]
Turn around
Since when are you smoking now?
It's been a while
Let me know, mm
Like did you end up moving house?
You're the only one who knows that name
You're the only one that does that face
I just wanna know if you're okay
Only have a couple minutes, it already kinda feels like
[Chorus]
Back on your sofa
Of course I still care
Love's never wasted when it's shared, mm
And although it's over
I'll always be there
Only have a couple minutes, guess we're going back to real life
[Verse 2]
I guess we found a silver lining
I'm glad you're doing so well
If only you could see how I've been
If I'm being real, no, it ain't been the same
We could talk (Mm) if we want now (Mm)
Already know it's no good for me
It's alright, think I'm fine with the silence
There's some good in goodbyes

[Chorus]
Oh, I'm back on your sofa
Of course I still care
Love's never wasted when it's shared, mm
And although it's over
I'll always be there
Only have a couple minutes and we're going back to real life
[Post-Chorus]
In your heart, every part of me, we'll let go
And let it start to be
In your heart, every part of me, we'll let go
And let it start to be
In your heart, every part of me, we'll let go
And let it start to be (Ooh)
In your heart, every part of me, we'll let go
And let it start to be
[Outro]
Oh-oh, hey
Only have a couple minutes, guess we're going back to real life
Oh-oh, hey
Have a couple minutes and we're going back to real life"
77,"KLOuFRENS
Bad Bunny",19,50.0,4,10922112,KLOuFRENS,Bad Bunny,https://genius.com/Bad-bunny-kloufrens-lyrics,"29 Contributors
Translations
Polski
Français
Česky
Русский (Russian)
Italiano
Deutsch
English
KLOuFRENS Lyrics
[Letra de ""KLOuFRENS""]
[Intro]
¿Cómo diablos vo'a olvidarte si ya te vi sin ropa?
Wow, qué obra de arte, sé que prometí que iba a alejarme
[Coro]
¿Pero cómo quiere' que me vaya bien?
Si tú no me saca' de los close friends
Me paso stalkeándote pa' ver qué hace'
Enchula'o, puede que se me pase
¿Pero cómo quiere' que me vaya bien?
Si tú no me saca' de los close friends
Me paso stalkeándote pa' ver qué hace'
Enchula'o, puede que se me pase
[Verso 1: Bad Bunny &
De La Rose
]
¿Cómo diablo' vo'a olvidarte?
Si cuando estoy solo y prendo lo que hago es pensarte, eh-eh
Mami, me dejaste hipnotiza'o, coloniza'o
Otra galla como tú todavía no ha pisa'o
Ese totito era bello, precioso, cute
Me dejaste envicia'o, ey
Pelinegra o blondie, ma, tú ere' la baby
Dando vuelta' por la SanSe escuchando a Dei V y a Ousi
To' lo mío es tuyo, si quiere' te doy la OC
Quiero comerte esos labio' glossy
Oh, sí, mmm
Esto no tiene que pasar
, no
Pero veo el circulito verde y me vuelvo a ilusionar
Tú ere' mala, tú lo hace' intencional
Una player profesional (Ah-ah)
Total, esto no iba a funcionar
Pero te veo y me vuelvo a ilusionar
Tú ere' mala, tú lo hace' intencional
A tu nombre me lo voy a lesionar
'Tá cabrón que pa' ti es normal

[Coro]
¿Pero cómo quiere' que me vaya bien?
Si tú no me saca' de los close friends
Mmm-mmm, mmm-mmm, mmm-mmm, mmm-mmm
[Verso 2]
Dime qué pasó, mi amor
Que ya no me envía' los bueno' día' por la mañana
Y en la noche ante' de acostarte ya no me llamas
¿Será que ya encontraste a alguien má' y me cambiaste?
Está cabrón cómo de tu vida ya desaparecí
Qué triste que terminó así, que terminó así, eh
¿Será que a otro ahora le cuentas tu día
Y lo hace' reír con los chiste' que tú me hacía'?
No tengo stickers nuevo', mami, porque ya tú no me los envía'
Te fuiste cuando más yo te quería, eh
Y ya nadie sabrá lo que tú y yo pudo ser
Qué triste, no conocerá' esa parte de mí que yo sé que te iba a gustar
Y nadie sabrá lo que tú y yo pudo ser
Qué triste, no conocerás esa parte de mí que yo a nadie le suelo mostrar"
78,"iloveitiloveitiloveit
Bella Kay",78,,1,10890976,iloveitiloveitiloveit,Bella Kay,https://genius.com/Bella-kay-iloveitiloveitiloveit-lyrics,"18 Contributors
iloveitiloveitiloveit Lyrics
[Verse 1]
I like being used, it means I have a purpose
It's the little things you do, at least you're being earnest
Oh, maybe I'm too fragile
But maybe you're too mean
I've never been real good at deciphering things
[Pre-Chorus]
Let's let fate decide
Heads, we go to yours, tails, we go to mine
You're a bad idea
But a real good time
[Chorus]
Oh, and I'd be lying if I said I didn't love it, 'cause I do
I'm a couple minutes out from rеlapsing into you, oh, fuck it
Baby, I love it
I love it, I love it, I
I lovе it when we fight, and I like it when you're mean
We don't have to get into what that says about me, oh, shut it
Baby, I love it
I love it, I love it, I
[Verse 2]
I could tell you the truth, but first you gotta earn it
Don't gotta last 'til the moon, just tell me that I'm perfect
Oh, maybe I'm too easy (Oh, maybe I'm too easy)
But maybe you're too hard (But maybe you're too hard)
I've always been real good at taking it too far

[Pre-Chorus]
Let's let fate decide
Heads, we go to yours, tails, we go to mine
You're a bad idea
But a real good time
[Chorus]
Ooh, I'd be lying if I said I didn't love it, 'cause I do
I'm a couple minutes out from relapsing into you, oh, fuck it
Baby, I love it
I love it, I love it, I
I love it when we fight, and I like it when you're mean
We don't have to get into what that says about me, oh, shut it
Baby, I love it
I love it, I love it, I
[Bridge]
(Hmm) I'm a couple minutes out from relapsing
Do you remember the last time this happened?
(Hmm) Baby, relax, sometimes it happens
Baby, relax, sometimes it happens
(Hmm) I'm a couple minutes out from relapsing
Is the key still under the mat?
(Hmm) Can you imagine the last time this happened?
Yeah, I, I loved it, I, I loved it, I

[Outro]
I'd be lying if I said I didn't love it, 'cause I do
I'm a couple minutes out from relapsing into you, oh, fuck it
I only love it 'cause it's you"
79,"That’s So True
Gracie Abrams",3,81.0,71,10872724,That’s So True,Gracie Abrams,https://genius.com/Gracie-abrams-thats-so-true-lyrics,"98 Contributors
Translations
Česky
Türkçe
Italiano
Français
Deutsch
Português
简体中文 (Simplified Chinese)
Polski
Español
ไทย (Thai)
Bahasa Indonesia
srpski
Русский (Russian)
Slovenščina
That’s So True Lyrics
“That’s So True” quickly went from bonus track to viral hit, becoming Gracie’s first Billboard Hot 100 top 10. A 7"" vinyl featuring a live version, TikTok trend, and SNL performance have all contributed to…
Read More
[Verse 1]
I could go and read your mind
Think about your dumb face all the time
Living in your glass house, I'm outside, uh
Looking in her big blue eyes
Did it just to hurt me, make me cry
Smiling through it all, yeah, that's my life
[Pre-Chorus]
You're an idiot, now I'm sure
Now I'm positive, I should go and warn her
[Chorus]
Ooh, bet you're thinking, ""She's so cool""
Kicking back on your couch, making eyes from across the room
Wait, I think I've been there too
, ooh
[Verse 2]
What'd she do to get you off? (Uh-huh)
Taking down her hair like, oh, my God
Taking off your shirt, I did that once
Or twice, uh
No, I know, I know I'll fuck off
(Uh-huh)
But I think I like her, she's so fun
Wait, I think I hate her, I'm not that evolved, I'm sorry

[Pre-Chorus]
She's missing it, sad, sad boy
Not my business, but I had to warn ya
[Chorus]
Ooh, bet you're thinking, ""She's so cool""
Kicking back on your couch, making eyes from across the room
Wait, I think I've been there too, ooh
Ooh, you've got me thinking, ""She's so cool""
But I know what I know and you're just another dude
Ooh, that's so true, ooh
[Bridge]
Made it out alive, but I think I lost it
Said that I was fine, said it from my coffin
Remember how I died when you started walking?
That's my life, that's my life
I'll put up a fight, taking out my earrings
Don't you know the vibe? Don't you know the feeling?
And she'll spend the night, catch me on your ceiling
That's your price, that's your price
Well
[Chorus]
Mm, bet you're thinking, ""She's so cool""
Kicking back on your couch, making eyes from across the room
Wait, I think I've been there too, ooh
Ooh, you've got me thinking, ""She's so cool""
But I know what I know, and you're just another dude
Ooh, that's so true, ooh-ooh, oh"
